Date,Open,High,Low,Close,Volume,SMA_10,SMA_20,EMA_10,RSI,MACD,Signal,BB_Middle,BB_Upper,BB_Lower,Clean_Headline,Sentiment_Pos,Sentiment_Neg,Sentiment_Neu,Sentiment_Compound,Target
2020-01-28,-0.2869437759148095,-0.2924693523058412,-0.24525981059787777,-0.27941601388325454,-0.17360653575526921,0.10534646370081313,0.229313835719927,0.02763095414363395,-1.3650502219504195,-0.7114670686386962,-0.0762319496418677,0.229313835719927,0.3339195339736801,0.11133410096022135,Economic slowdown affects growth,0.464,0.0,0.536,0.3818,1
2020-01-29,-0.20706249714817457,-0.16369330387905415,-0.12221138156468202,-0.21622145047539246,-0.11046687267723762,0.0409712919564041,0.21606093959576966,-0.015994008757914308,-2.4555034731576546,-0.8488336205875324,-0.24192554574614175,0.21606093959576966,0.351329965789677,0.06525513296218187,Market faces uncertainty,0.0,0.545,0.455,-0.34,1
2020-01-30,-0.1880107103234886,-0.1443870815643717,-0.17078375010210325,-0.20316893880702708,-0.8538813040723777,-0.027005009798210983,0.19889690441364857,-0.049257255038536535,-2.3556710613772864,-0.9393524980391162,-0.39369312996163586,0.19889690441364857,0.36311696917879593,0.01719967480304766,Investors cautious about future,0.0,0.318,0.682,-0.1027,1
2020-01-31,-0.16134459381977576,-0.2732773556443928,-0.16942466633574552,-0.11893564423119743,1.644556460427655,-0.07612762867893463,0.1843949784052295,-0.060791448073282454,-1.9216065636251283,-0.9435256167566195,-0.515992945266823,0.1843949784052295,0.36431798664338866,-0.01394424765762081,Company reports strong earnings,0.524,0.0,0.476,0.5106,0
2020-02-03,-0.2580598140855201,-0.42673614563511714,-0.31584487431176256,-0.28331384279349453,1.2342739789782362,-0.12661288995715156,0.15474213226042435,-0.10082978534130355,-2.100101208255529,-1.0497810532456442,-0.6363856026404602,0.15474213226042435,0.3647461651030181,-0.0754360977016444,Market faces uncertainty,0.0,0.545,0.455,-0.34,0
2020-02-04,-0.3542068916801975,-0.4446077683466812,-0.4762930110338628,-0.4584776253617172,0.07365374373456654,-0.17898096016730314,0.11892484816107872,-0.1661975804779576,-2.233084275828892,-1.2421702264632162,-0.7735344912204041,0.11892484816107872,0.38254498248014895,-0.16837496803079272,Company reports strong earnings,0.524,0.0,0.476,0.5106,1
2020-02-05,-0.3381972640753842,-0.45132158715184795,-0.42431730763441283,-0.356906288139626,0.9566928318528446,-0.21550314259940814,0.08932076402425229,-0.20077141574737536,-2.027805540773398,-1.3108649893270683,-0.8978341228697103,0.08932076402425229,0.38133633538167777,-0.22799873387530947,Investors cautious about future,0.0,0.318,0.682,-0.1027,0
2020-02-06,-0.4953289938690826,-0.4227190928937056,-0.5222768183595343,-0.5986342298747944,-0.7592712079666784,-0.26428295635212307,0.031311543448660335,-0.27406009158169065,-2.1628359502853898,-1.5163084087832615,-1.0408793655360336,0.031311543448660335,0.3507834234850522,-0.3143929979368261,Investors cautious about future,0.0,0.318,0.682,-0.1027,1
2020-02-07,-0.38674880229076786,-0.5199252031830507,-0.4207667954986024,-0.4537258101584396,0.8205860180965456,-0.3047351780702571,-0.017844970607948447,-0.30704685142220073,-1.5214820115693692,-1.5625113769683707,-1.165122178250818,-0.017844970607948447,0.2927866226023133,-0.3529286068930562,Tech stocks rise amid optimism,0.467,0.0,0.533,0.5423,1
2020-02-10,-0.5018053201128376,-0.4244737552761925,-0.5908060994733373,-0.41982555971560315,-0.5631622667514204,-0.33370791070548156,-0.06483040224381714,-0.3277250190884439,-1.190028231012982,-1.559235550620318,-1.263821131544605,-0.06483040224381714,0.2202159079877254,-0.3712564273247973,Tech stocks rise amid optimism,0.467,0.0,0.533,0.5423,0
2020-02-11,-0.5986921214152852,-0.5886346478966088,-0.6486416728084479,-0.5987874758759276,0.5761866870637706,-0.36610147116958025,-0.11972786267150351,-0.3779597504460729,-1.3748960775005303,-1.662597672302159,-1.3647189908250685,-0.11972786267150351,0.15235566851875157,-0.4109554169638929,Company reports strong earnings,0.524,0.0,0.476,0.5106,0
2020-02-12,-0.543250904409677,-0.6839395209778092,-0.683493466871095,-0.6556663921508691,-1.1201742376481583,-0.4106739768029527,-0.17509355174251678,-0.4296496895324556,-1.2834309368594925,-1.7649582247326256,-1.4671633909848514,-0.17509355174251678,0.08310553413932771,-0.4501170348333082,Economic slowdown affects growth,0.464,0.0,0.536,0.3818,1
2020-02-13,-0.38654385124470314,-0.3631296960376024,-0.3191428880956935,-0.37890765238910845,-0.4545067288248037,-0.42849899663654945,-0.2186965858527602,-0.42041899893244605,-0.7049729516578841,-1.637522526807173,-1.5220705778055177,-0.2186965858527602,-0.036006423060714596,-0.4112202049717658,Investors cautious about future,0.0,0.318,0.682,-0.1027,0
2020-02-14,-0.44757060565614726,-0.3919407853838451,-0.4530445575567269,-0.5007099779569686,-0.6977651378142796,-0.4672220243173084,-0.26333851738196673,-0.43554179960794187,-0.7729079126906271,-1.603681286077905,-1.5588134956561959,-0.26333851738196673,-0.1450968309153691,-0.3852845534149051,Economic slowdown affects growth,0.464,0.0,0.536,0.3818,0
2020-02-17,-0.5600091685065232,-0.5361365448116863,-0.4412714256757107,-0.5636184979262613,1.4068730114224817,-0.49565307365953193,-0.30344268501183075,-0.4596262893509775,-0.6383437851955912,-1.6033354250805631,-1.5881344206512218,-0.30344268501183075,-0.2270514405110419,-0.3793154910289976,Investors cautious about future,0.0,0.318,0.682,-0.1027,1
2020-02-18,-0.433499917445615,-0.4381523765192972,-0.39852860939055706,-0.4136095614432398,-1.0699563810453705,-0.4911021462461009,-0.32774268960180664,-0.45140554716501563,-0.4407404618263573,-1.4838325123272884,-1.5862265676176042,-0.32774268960180664,-0.2859610455248777,-0.36570735500387536,Company reports strong earnings,0.524,0.0,0.476,0.5106,0
2020-02-19,-0.5523762485880113,-0.5315647564381275,-0.48458568971164584,-0.6052727998425625,1.4809032940047322,-0.516293738393714,-0.35910476850993556,-0.48036024234154545,-0.7699342104349614,-1.5056667012717968,-1.5893346100280725,-0.35910476850993556,-0.33369227420370273,-0.378706222478834,Tech stocks rise amid optimism,0.467,0.0,0.533,0.5423,1
2020-02-20,-0.5444426537968904,-0.6123707379042976,-0.5763820715466492,-0.5626835270691901,-1.0256592183794004,-0.5126472909065319,-0.3820409153239781,-0.49612186658629487,-0.8608615651863133,-1.4780124944880095,-1.5859514154723582,-0.3820409153239781,-0.36591126706003874,-0.39111620038165357,Economic slowdown affects growth,0.464,0.0,0.536,0.3818,0
2020-02-21,-0.743276683661685,-0.6567057828245704,-0.7981576652363837,-0.7160795182075682,-0.5566192517000762,-0.5392575918133347,-0.4161211533367161,-0.5375745217309686,-0.8453878812147161,-1.5457410962223717,-1.5976203121065555,-0.4161211533367161,-0.40748736891996035,-0.4163567582724057,Economic slowdown affects growth,0.464,0.0,0.536,0.3818,0
2020-02-24,-0.8095171831078269,-0.800120550689242,-0.8173565511573743,-0.8715540888900286,-0.45495618296307305,-0.5850760106910561,-0.4541289726826041,-0.6004340675168336,-0.8172013324431425,-1.6888474688650914,-1.6373298765165083,-0.4541289726826041,-0.41935754024844474,-0.4817623618515911,Investors cautious about future,0.0,0.318,0.682,-0.1027,1
2020-02-25,-0.8217801884422444,-0.8474009276525655,-0.8530284600725738,-0.8590809551965619,-0.5793339723803044,-0.6114773444488496,-0.4840077173314239,-0.6495425589997175,-1.0268297874158767,-1.7746862134144286,-1.6873168732596304,-0.4840077173314239,-0.41978812038492497,-0.5427917053550003,Market faces uncertainty,0.0,0.545,0.455,-0.34,1
2020-02-26,-0.7906369331660952,-0.8644588189947751,-0.7910775126931132,-0.8136238724108313,0.31612560798207107,-0.6274988297613829,-0.5148007378255609,-0.6812597705373277,-0.5213365774834346,-1.7921538156779055,-1.7310139838218734,-0.5148007378255609,-0.4466427306670962,-0.5771655376960882,Tech stocks rise amid optimism,0.467,0.0,0.533,0.5423,1
2020-02-27,-0.7335044960055099,-0.745990600390338,-0.7549992559049996,-0.7587241879466491,1.0989364232662828,-0.6660232797328408,-0.5434367519162968,-0.6969898824093772,-0.7552227400614098,-1.749406759959544,-1.756898573997067,-0.5434367519162968,-0.4895211010089597,-0.5897947584903925,Company reports strong earnings,0.524,0.0,0.476,0.5106,0
2020-02-28,-0.8487259886585173,-0.8852680050628284,-0.7153028447525783,-0.7965666413749358,0.9784740708612826,-0.6960317553033869,-0.5783651425895543,-0.716904868908981,-0.9176766853466071,-1.7233048104973876,-1.7720660855659502,-0.5783651425895543,-0.5635560597223119,-0.5817262717605589,Company reports strong earnings,0.524,0.0,0.476,0.5106,0
2020-03-02,-0.805448987244862,-0.9254493026421683,-0.8089015326125338,-0.7976453614087157,0.46682239453449836,-0.7197688898148495,-0.6048762855176145,-0.7333997673939529,-0.5698433506398413,-1.685434974882773,-1.7761621905864786,-0.6048762855176145,-0.6060338755683985,-0.5904148178462308,Market faces uncertainty,0.0,0.545,0.455,-0.34,0
2020-03-03,-0.8862123467535482,-1.0325931397519246,-1.032526609552637,-1.001801176674405,1.030066219925317,-0.7794286369118008,-0.6328818185322217,-0.7849020159854051,-0.8636642776098499,-1.7774605652493387,-1.7989715830094477,-0.6328818185322217,-0.5984468066778187,-0.6562476829205134,Economic slowdown affects growth,0.464,0.0,0.536,0.3818,0
2020-03-04,-1.0673705596963636,-1.0650109018477727,-0.9656893433955371,-1.0605318881790071,-0.284898295069812,-0.8256051572334437,-0.6691500972111363,-0.8379737518652922,-1.915852688262122,-1.8708948536293761,-1.8370506026841433,-0.6691500972111363,-0.6120017696817104,-0.7162535569845176,Investors cautious about future,0.0,0.318,0.682,-0.1027,0
2020-03-05,-1.1484056739349284,-1.0283368997097417,-1.0156723530860878,-1.1507509557883617,0.2289487918554418,-0.8852523082040531,-0.6976088731249226,-0.8981916057669406,-1.8740849673194733,-1.9858718098816903,-1.8919177734065498,-0.6976088731249226,-0.5873204953352156,-0.8014805167983309,Market faces uncertainty,0.0,0.545,0.455,-0.34,1
2020-03-06,-1.0277156164673795,-0.9472919532306602,-0.9626676982901183,-0.9905697405623582,0.9251532520346739,-0.9130936048533399,-0.7252804150271548,-0.9176408150900629,-1.1642869258258763,-1.9454153750372685,-1.927224597903282,-0.7252804150271548,-0.611252814164192,-0.8325859312793611,Investors cautious about future,0.0,0.318,0.682,-0.1027,0
2020-03-09,-1.0146688025170114,-0.9081044606436867,-1.0493103972574718,-0.9952019498776233,-1.4964624282165504,-0.9256350963071056,-0.7549381069338972,-0.9344161542292345,-1.7471044232276856,-1.8961946924547188,-1.94502292651797,-0.7549381069338972,-0.6483045425078385,-0.8536105080982974,Tech stocks rise amid optimism,0.467,0.0,0.533,0.5423,0
2020-03-10,-1.1829819420909726,-1.158844809612172,-1.1762793479473106,-1.195043964614994,0.8648745374137029,-0.9597115225206242,-0.7856720604689719,-0.9853447807620889,-1.759404616820506,-1.9739794043085626,-1.9757714594592801,-0.7856720604689719,-0.6430725511960145,-0.9225154012472275,Economic slowdown affects growth,0.464,0.0,0.536,0.3818,1
2020-03-11,-1.1274687698825305,-1.1415916157678254,-1.144567806213148,-1.0895745050973265,-0.14368326216510557,-0.9877009472778089,-0.8080377907103157,-1.0073790615470586,-1.5031341921540116,-1.9418825681460163,-1.993557705532525,-0.8080377907103157,-0.6499220189825885,-0.9611497617373079,Tech stocks rise amid optimism,0.467,0.0,0.533,0.5423,0
2020-03-12,-1.2217944763702244,-1.176614673667595,-1.118644861798371,-1.1321660158994145,-1.1461042840867748,-1.0255788163840025,-0.8468643829256722,-1.0333361070016502,-1.3066404298323315,-1.9251745379108023,-2.004240409020699,-0.8468643829256722,-0.709621392779043,-0.9765863117803584,Economic slowdown affects growth,0.464,0.0,0.536,0.3818,0
2020-03-13,-1.2182757870127499,-1.1184337754337006,-1.2376485598497755,-1.1730678294907595,0.30310008132107263,-1.0637669936429783,-0.8815209700794367,-1.0621881267307083,-1.0602026677443277,-1.9195597554445212,-2.011594829543824,-0.8815209700794367,-0.7497837910496246,-1.004539831622844,Market faces uncertainty,0.0,0.545,0.455,-0.34,1
2020-03-16,-1.1080244415683274,-1.2526593328051778,-1.052033482396474,-1.1725796823254664,1.1683511575824597,-1.1017962449696412,-0.9129097852947958,-1.0857034493591264,-1.112119207556729,-1.8944345635856081,-2.012145523008038,-0.9129097852947958,-0.7864887423445134,-1.0295017957260095,Tech stocks rise amid optimism,0.467,0.0,0.533,0.5423,1
2020-03-17,-1.094858846247672,-0.9718634399503803,-1.0750880492681942,-1.0211672804995948,1.2703167435279132,-1.1037605314819696,-0.9442262590942556,-1.0767557505457357,-0.6905671428557605,-1.7512418332350341,-1.9821933011812045,-0.9442262590942556,-0.878004567833524,-0.9951206674047451,Company reports strong earnings,0.524,0.0,0.476,0.5106,1
2020-03-18,-0.870720623487336,-0.9347807574832085,-1.0357578564791567,-0.9165104489262528,0.10627374215434632,-1.0891525662885497,-0.9602689582110936,-1.0499515924997522,-0.5182448788403681,-1.5491077954016468,-1.915328405385989,-0.9602689582110936,-0.9253883814267279,-0.9769654494480668,Investors cautious about future,0.0,0.318,0.682,-0.1027,0
2020-03-19,-1.0111166902304558,-1.0518472827016991,-1.0605718403548297,-1.009641323583282,-1.419450190293859,-1.0748399430679851,-0.9833073324839742,-1.0453585153478944,-0.6530088722677803,-1.4381697216491294,-1.8382897899506485,-0.9833073324839742,-0.9975249915560565,-0.9464759195483659,Tech stocks rise amid optimism,0.467,0.0,0.533,0.5423,0
2020-03-20,-1.016270586408277,-1.024229156915809,-1.1473368481168895,-1.1082204896326138,0.7062777300463104,-1.0867731528478288,-1.0035201815222534,-1.0599524153801168,-0.8638655593337201,-1.4036664305364106,-1.7693355452497508,-1.0035201815222534,-1.0371742453871737,-0.9452565219127746,Tech stocks rise amid optimism,0.467,0.0,0.533,0.5423,1
2020-03-23,-1.0698748284703545,-1.0394896531471716,-1.08152036110578,-1.022757094974564,0.035986029608069375,-1.089568046459254,-1.0113139183639153,-1.055982688650211,-0.11498604780197437,-1.3037563312399967,-1.6929661474777147,-1.0113139183639153,-1.05044472752563,-0.9469653021073144,Company reports strong earnings,0.524,0.0,0.476,0.5106,1
2020-03-24,-0.8889042313039525,-0.8565639126013147,-0.8537846502410993,-0.9097205299355425,-0.2319059234980924,-1.0606279468165205,-1.0139241278399658,-1.0316914138213358,0.3570953769325254,-1.1349101189328898,-1.596032879693196,-1.0139241278399658,-1.0575120865017802,-0.9447049048884503,Tech stocks rise amid optimism,0.467,0.0,0.533,0.5423,0
2020-03-25,-1.0406849012310129,-0.9009727124582343,-1.0669725716894631,-0.9783665521286744,-0.8546592054655363,-1.0493482240570042,-1.0224157651794594,-1.0245961388282654,0.4240813147321898,-1.038051460744304,-1.4979279343776806,-1.0224157651794594,-1.0802558688871082,-0.937619157300986,Company reports strong earnings,0.524,0.0,0.476,0.5106,0
2020-03-26,-0.9565148057594351,-1.020578925016186,-0.9118675453396535,-1.107013506906738,1.1360682497663819,-1.046797027667088,-1.0403682872028577,-1.0427403199175653,-0.3871683776983803,-1.0396724463255849,-1.419788033668592,-1.0403682872028577,-1.1239008614377783,-0.9274324259567218,Market faces uncertainty,0.0,0.545,0.455,-0.34,1
2020-03-27,-1.1096681500697778,-1.1665930282458774,-1.124890403501218,-1.1052235296176558,-0.5964132296345399,-1.0399156412828086,-1.0562779613794766,-1.0572523300148597,-0.36958052567521654,-1.0293544743473846,-1.3550861149323343,-1.0562779613794766,-1.1650009781144899,-0.9157896414469401,Investors cautious about future,0.0,0.318,0.682,-0.1027,0
2020-03-30,-1.2147460679750723,-1.2257007594336773,-1.1679405050907175,-1.1229875297156475,1.5884870566785527,-1.0348855537975725,-1.0730476758774958,-1.072432806600262,0.186346092954126,-1.0231538409815033,-1.3020084903332254,-1.0730476758774958,-1.2151216029616556,-0.8961750368061188,Market faces uncertainty,0.0,0.545,0.455,-0.34,0
2020-03-31,-1.2201694737395303,-1.0737848285985605,-1.0559301569155346,-1.1724385124644403,0.17141866215696427,-1.0502288589525086,-1.08184315240239,-1.0940591794435797,-0.34854905918989365,-1.0418891148896712,-1.2635229681869111,-1.08184315240239,-1.2194423836707988,-0.9096109541950095,Investors cautious about future,0.0,0.318,0.682,-0.1027,1
2020-04-01,-1.0637803634053853,-1.0787173219490263,-1.0000406776076523,-1.050082112894772,-0.7462456813056799,-1.063776912827008,-1.0813045202631968,-1.088975152081326,0.21388717057101994,-0.9626182974895664,-1.2159092532770486,-1.0813045202631968,-1.2187284666148714,-0.9092733892842982,Investors cautious about future,0.0,0.318,0.682,-0.1027,1
2020-04-02,-0.9933307714441079,-1.0000063784347362,-0.9810509673322907,-1.0001151407791906,0.8174052657334087,-1.0628106806635873,-1.0735400192025866,-1.0755134518788088,0.507017773624995,-0.856901035593918,-1.1553797042265492,-1.0735400192025866,-1.2127799631079506,-0.8997172489167381,Tech stocks rise amid optimism,0.467,0.0,0.533,0.5423,1
2020-04-03,-0.9692172306626836,-0.8932538007525772,-0.9161842092502323,-0.8985484528867782,-0.4521643812965153,-1.041543834347453,-1.0687967953835222,-1.0455912928621534,0.7596966001395773,-0.6964303328193606,-1.072896024311993,-1.0687967953835222,-1.1958074399677303,-0.908284923130168,Tech stocks rise amid optimism,0.467,0.0,0.533,0.5423,1
2020-04-06,-0.8576692669745887,-0.8341899883483908,-0.8974803974851596,-0.8148550826873457,-0.8012433098019859,-1.0204565200219544,-1.0595008424822054,-1.0055288504823618,0.5954586296992386,-0.5070962579363322,-0.9667227648721554,-1.0595008424822054,-1.1589380597997325,-0.9289705330456958,Company reports strong earnings,0.524,0.0,0.476,0.5106,0
2020-04-07,-1.020724565382873,-1.027486087543224,-0.8534644167970961,-1.0100896056904372,-0.3292991779215366,-1.0306368652034112,-1.049967397093094,-1.0090960894164551,-0.32819544414713,-0.4877891917771117,-0.8776862164045188,-1.049967397093094,-1.1603733038328778,-0.9077994343533027,Market faces uncertainty,0.0,0.545,0.455,-0.34,1
2020-04-08,-0.8672041476787505,-0.8674795957119783,-0.8322947692998466,-0.8685483045813234,0.7620964766798393,-1.0194980990162552,-1.0385746339031132,-0.9856648728459071,0.34060781843051663,-0.37192605840897264,-0.7818649308148724,-1.0385746339031132,-1.137223721996513,-0.9093525381281917,Investors cautious about future,0.0,0.318,0.682,-0.1027,1
2020-04-09,-0.8151942396671529,-0.6662097637400509,-0.7627170242563067,-0.7153647062471145,1.1550231137130107,-0.9797735130256938,-1.0170906713364307,-0.9379766365591199,1.0009911396288405,-0.17378330178426532,-0.6631519367790968,-1.0170906713364307,-1.0814277699321453,-0.9253937986321604,Tech stocks rise amid optimism,0.467,0.0,0.533,0.5423,0
2020-04-10,-0.7256784079673603,-0.8225154644051714,-0.7214849352030276,-0.7573369695207428,1.4746714395106513,-0.9444876917790692,-0.995661884942114,-0.9067727047540952,0.6828450968212233,-0.046708701957651255,-0.5412098516163505,-0.995661884942114,-1.0498677545609973,-0.9153744881277123,Company reports strong earnings,0.524,0.0,0.476,0.5106,1
2020-04-13,-0.5583366701807272,-0.646773666667255,-0.6387720551619778,-0.568924807916461,0.12114030211248654,-0.8882896076812563,-0.9645465826993769,-0.8461666909437776,0.8392981159250008,0.18056978279849809,-0.39541613529473685,-0.9645465826993769,-0.9754658756445784,-0.9316870722595316,Market faces uncertainty,0.0,0.545,0.455,-0.34,0
2020-04-14,-0.901205680994485,-0.7672605643029238,-0.8961028008483016,-0.8063224288253196,-0.5524790876187103,-0.8511547822392933,-0.9534724362316874,-0.8407747958193534,0.3460136917653569,0.19297505430182404,-0.27614813300113217,-0.9534724362316874,-0.9593696537522597,-0.9262785002611403,Company reports strong earnings,0.524,0.0,0.476,0.5106,1
2020-04-15,-0.7484951535808324,-0.8466340688423758,-0.8506806523884367,-0.7287335172622473,0.6014684823414219,-0.8185606828863765,-0.9437935017434017,-0.8219189985739456,0.8577506060014559,0.25199896955059486,-0.16820585586339376,-0.9437935017434017,-0.9356490024702626,-0.9319756262485878,Market faces uncertainty,0.0,0.545,0.455,-0.34,0
2020-04-16,-0.7562017419181579,-0.696672685727111,-0.8096420226832308,-0.8248278302008346,0.31457844854456696,-0.8007814484539035,-0.9342673172480636,-0.8243808106478805,0.5805120039018918,0.22826452813450238,-0.08688968916457414,-0.9342673172480636,-0.9247253358773481,-0.9241667477047045,Market faces uncertainty,0.0,0.545,0.455,-0.34,1
2020-04-17,-0.8292127567706541,-0.8036869001948699,-0.786046290621873,-0.7535800072520896,-0.2975608010806698,-0.7860774292539612,-0.9159874254347444,-0.81313125499617,0.7544870223475794,0.2542412909377685,-0.016323166207140725,-0.9159874254347444,-0.909813513463278,-0.9026486927191453,Market faces uncertainty,0.0,0.545,0.455,-0.34,0
2020-04-20,-0.8441666915411269,-0.8453467527743973,-0.8271934646925344,-0.7901821594016736,0.6615916166837611,-0.7835748768114421,-0.9039993843847656,-0.8107410688668609,0.789390595586456,0.2452175421935897,0.03821475395205551,-0.9039993843847656,-0.8986096443144618,-0.890075602813476,Company reports strong earnings,0.524,0.0,0.476,0.5106,0
2020-04-21,-1.1017254429874055,-0.922795619957728,-0.9516228979206249,-0.9904651392497978,1.234619712930751,-0.7815843848111421,-0.9081613534664265,-0.8460709028302473,0.07040943499631862,0.09709503043074391,0.050405963259556284,-0.9081613534664265,-0.9000909557311764,-0.8970417039236332,Company reports strong earnings,0.524,0.0,0.476,0.5106,0
2020-04-22,-1.003861864067911,-1.0347608468870058,-0.9810018730439091,-1.013377631568508,-0.07274729845786322,-0.7962742933316531,-0.9099659944372809,-0.8792426072780303,-0.08357982178424246,-0.037191615061372855,0.03165647805609598,-0.9099659944372809,-0.8998026668261757,-0.9010672346042722,Economic slowdown affects growth,0.464,0.0,0.536,0.3818,1
2020-04-23,-1.0665756081643074,-0.9828721113451203,-1.0444721291393357,-0.987763562338761,0.3591435550237361,-0.8239034645797667,-0.9038192734797232,-0.9016146802494001,-0.25544258773966677,-0.12596850789874112,-0.0021860797496357637,-0.9038192734797232,-0.904931163564158,-0.8828778478514628,Economic slowdown affects growth,0.464,0.0,0.536,0.3818,1
2020-04-24,-0.8253858939024297,-0.8608494262128453,-0.8187555379041923,-0.7634646599874412,0.3031778714603885,-0.8245249907186383,-0.8862033625122336,-0.8781627673763571,0.05070202306184907,-0.042393721387350904,-0.011521307763263537,-0.8862033625122336,-0.8979686532149379,-0.8541413184346092,Market faces uncertainty,0.0,0.545,0.455,-0.34,0
2020-04-27,-0.8982941838796082,-0.8661660590940027,-0.9462940266542569,-0.8841261202159028,-1.4762888520873068,-0.8564955766458502,-0.8738912860828227,-0.8814376347277664,0.21616805399847772,-0.06031543840243559,-0.02279338957717435,-0.8738912860828227,-0.9072401095517276,-0.8187885450892507,Economic slowdown affects growth,0.464,0.0,0.536,0.3818,0
